Nonce,Incoming/Outgoing,Transaction Status,Category,Recipient Name,Token,Token Symbol,Tag,Token Amount,USD Amount,From Address,To Address,Description,Transaction Hash,Executed at,Transaction fees
47,Outgoing,Success,Bounty,,0x64aa3364F17a4D01c6f1751Fd97C2BD3D7e7f1D5,OHM,,27.4,419.38,0x4faFB87de15cFf7448bD0658112F4e4B0d53332c,0x12518C1Ad7a16B65390AB1Ca63726AD786d02846,Bounties: Analysts: Olympus (Batch 2),0x5c60f3a4d54d2f65c7da3b487a792ad591a8859aea6824abbe184fbfc067d996,11-05-2022 15:05:00 -04:00,0.069972 ETH
47,Outgoing,Success,Bounty,,0x64aa3364F17a4D01c6f1751Fd97C2BD3D7e7f1D5,OHM,,4.84,74.08,0x4faFB87de15cFf7448bD0658112F4e4B0d53332c,0x5F22F93f6283452B9BebcD44Aa6C81c15Cc6B620,Bounties: Analysts: Olympus (Batch 2),0x5c60f3a4d54d2f65c7da3b487a792ad591a8859aea6824abbe184fbfc067d996,11-05-2022 15:05:00 -04:00,0.069972 ETH
47,Outgoing,Success,Bounty,,0x64aa3364F17a4D01c6f1751Fd97C2BD3D7e7f1D5,OHM,,3.22,49.28,0x4faFB87de15cFf7448bD0658112F4e4B0d53332c,0x9101ffd7e76CAf8c9F6B41AEcbf1927e1a16fF62,Bounties: Analysts: Olympus (Batch 2),0x5c60f3a4d54d2f65c7da3b487a792ad591a8859aea6824abbe184fbfc067d996,11-05-2022 15:05:00 -04:00,0.069972 ETH
47,Outgoing,Success,Bounty,manueldoudoune,0x64aa3364F17a4D01c6f1751Fd97C2BD3D7e7f1D5,OHM,,3.22,49.28,0x4faFB87de15cFf7448bD0658112F4e4B0d53332c,0x689CC0adC1Ed7942E8977F52e786Ac8eB8825De8,Bounties: Analysts: Olympus (Batch 2),0x5c60f3a4d54d2f65c7da3b487a792ad591a8859aea6824abbe184fbfc067d996,11-05-2022 15:05:00 -04:00,0.069972 ETH
47,Outgoing,Success,Bounty,,0x64aa3364F17a4D01c6f1751Fd97C2BD3D7e7f1D5,OHM,,9.67,148.01,0x4faFB87de15cFf7448bD0658112F4e4B0d53332c,0xD6f7A9053573982d3c5706f9577Dda8beAe0897e,Bounties: Analysts: Olympus (Batch 2),0x5c60f3a4d54d2f65c7da3b487a792ad591a8859aea6824abbe184fbfc067d996,11-05-2022 15:05:00 -04:00,0.069972 ETH
47,Outgoing,Success,Bounty,,0x64aa3364F17a4D01c6f1751Fd97C2BD3D7e7f1D5,OHM,,6.45,98.72,0x4faFB87de15cFf7448bD0658112F4e4B0d53332c,0xd6634f05BC79c19cD7027636F3c7c29E853EB844,Bounties: Analysts: Olympus (Batch 2),0x5c60f3a4d54d2f65c7da3b487a792ad591a8859aea6824abbe184fbfc067d996,11-05-2022 15:05:00 -04:00,0.069972 ETH
47,Outgoing,Success,Bounty,,0x64aa3364F17a4D01c6f1751Fd97C2BD3D7e7f1D5,OHM,,3.22,49.28,0x4faFB87de15cFf7448bD0658112F4e4B0d53332c,0x84b9be717e1901975dE6Ff2F95d5e5Bc9f109C49,Bounties: Analysts: Olympus (Batch 2),0x5c60f3a4d54d2f65c7da3b487a792ad591a8859aea6824abbe184fbfc067d996,11-05-2022 15:05:00 -04:00,0.069972 ETH
47,Outgoing,Success,Bounty,,0x64aa3364F17a4D01c6f1751Fd97C2BD3D7e7f1D5,OHM,,3.22,49.28,0x4faFB87de15cFf7448bD0658112F4e4B0d53332c,0xa1007E2CAd904fD7c848b0Fd437DFA2b94179f0b,Bounties: Analysts: Olympus (Batch 2),0x5c60f3a4d54d2f65c7da3b487a792ad591a8859aea6824abbe184fbfc067d996,11-05-2022 15:05:00 -04:00,0.069972 ETH
47,Outgoing,Success,Bounty,,0x64aa3364F17a4D01c6f1751Fd97C2BD3D7e7f1D5,OHM,,3.22,49.28,0x4faFB87de15cFf7448bD0658112F4e4B0d53332c,0x62Ccaafffd2e3B57B9Fc4a3FD71eCf1ADedC5A76,Bounties: Analysts: Olympus (Batch 2),0x5c60f3a4d54d2f65c7da3b487a792ad591a8859aea6824abbe184fbfc067d996,11-05-2022 15:05:00 -04:00,0.069972 ETH
46,Outgoing,Success,Compensation,,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,USDC,,600,600.3,0x4faFB87de15cFf7448bD0658112F4e4B0d53332c,0x7F20eA71cdC413237135a249895c3cFAF333ae19,Contributor Payments: Apr 2022,0x5b2fb5caa7e7aa351406ce75bce22e0b1c19a3252464bdb1e0d50b1d596a031e,10-05-2022 01:05:00 -04:00,0.023118 ETH
46,Outgoing,Success,Compensation,,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,USDC,,1200,--,0x4faFB87de15cFf7448bD0658112F4e4B0d53332c,0x385fFdc5cFDE800B3625A5a323a8b16677F044a2,Contributor Payments: Apr 2022,0x5b2fb5caa7e7aa351406ce75bce22e0b1c19a3252464bdb1e0d50b1d596a031e,10-05-2022 01:05:00 -04:00,0.023118 ETH
46,Outgoing,Success,Compensation,,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,USDC,,4000,--,0x4faFB87de15cFf7448bD0658112F4e4B0d53332c,0xb15C52e93B3A076EC381Ac72E36Dc9CDb45ad9bb,Contributor Payments: Apr 2022,0x5b2fb5caa7e7aa351406ce75bce22e0b1c19a3252464bdb1e0d50b1d596a031e,10-05-2022 01:05:00 -04:00,0.023118 ETH
46,Outgoing,Success,Compensation,,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,USDC,,1200,--,0x4faFB87de15cFf7448bD0658112F4e4B0d53332c,0x0Ba43bAe4613E03492e4C17Af3B014B6c3202B9d,Contributor Payments: Apr 2022,0x5b2fb5caa7e7aa351406ce75bce22e0b1c19a3252464bdb1e0d50b1d596a031e,10-05-2022 01:05:00 -04:00,0.023118 ETH
46,Outgoing,Success,Compensation,,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,USDC,,1200,--,0x4faFB87de15cFf7448bD0658112F4e4B0d53332c,0xf7AA4d292791478cfD169bD8F548EA338D91ecF0,Contributor Payments: Apr 2022,0x5b2fb5caa7e7aa351406ce75bce22e0b1c19a3252464bdb1e0d50b1d596a031e,10-05-2022 01:05:00 -04:00,0.023118 ETH
46,Outgoing,Success,Compensation,,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,USDC,,1200,--,0x4faFB87de15cFf7448bD0658112F4e4B0d53332c,0x7a0493e7ebac6B95DF744B8B01CbE097EbCA054d,Contributor Payments: Apr 2022,0x5b2fb5caa7e7aa351406ce75bce22e0b1c19a3252464bdb1e0d50b1d596a031e,10-05-2022 01:05:00 -04:00,0.023118 ETH
46,Outgoing,Success,Compensation,,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,USDC,,600,600.3,0x4faFB87de15cFf7448bD0658112F4e4B0d53332c,0x51691b6E95aF4ADE00C656fbB1DD78b42DDa9B60,Contributor Payments: Apr 2022,0x5b2fb5caa7e7aa351406ce75bce22e0b1c19a3252464bdb1e0d50b1d596a031e,10-05-2022 01:05:00 -04:00,0.023118 ETH
46,Outgoing,Success,Compensation,,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,USDC,,600,600.3,0x4faFB87de15cFf7448bD0658112F4e4B0d53332c,0x4c144c3F0fef264bc59F390eD7066D376cE4799C,Contributor Payments: Apr 2022,0x5b2fb5caa7e7aa351406ce75bce22e0b1c19a3252464bdb1e0d50b1d596a031e,10-05-2022 01:05:00 -04:00,0.023118 ETH
46,Outgoing,Success,Compensation,,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,USDC,,600,600.3,0x4faFB87de15cFf7448bD0658112F4e4B0d53332c,0xd1aCd160535F763D9f343E3E7DAffbaDc7d6787c,Contributor Payments: Apr 2022,0x5b2fb5caa7e7aa351406ce75bce22e0b1c19a3252464bdb1e0d50b1d596a031e,10-05-2022 01:05:00 -04:00,0.023118 ETH
46,Outgoing,Success,Compensation,,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,USDC,,1200,--,0x4faFB87de15cFf7448bD0658112F4e4B0d53332c,0xCd8952738C29e5A7636dFb862112D427B466F833,Contributor Payments: Apr 2022,0x5b2fb5caa7e7aa351406ce75bce22e0b1c19a3252464bdb1e0d50b1d596a031e,10-05-2022 01:05:00 -04:00,0.023118 ETH
46,Outgoing,Success,Compensation,,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,USDC,,1200,--,0x4faFB87de15cFf7448bD0658112F4e4B0d53332c,0xcc72843131bf7D5E53186d291f5BA54222C1C6aA,Contributor Payments: Apr 2022,0x5b2fb5caa7e7aa351406ce75bce22e0b1c19a3252464bdb1e0d50b1d596a031e,10-05-2022 01:05:00 -04:00,0.023118 ETH
46,Outgoing,Success,Compensation,,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,USDC,,300,300.15,0x4faFB87de15cFf7448bD0658112F4e4B0d53332c,0xE18B265F2433Edef037a018B63cF0A810Ffc5936,Contributor Payments: Apr 2022,0x5b2fb5caa7e7aa351406ce75bce22e0b1c19a3252464bdb1e0d50b1d596a031e,10-05-2022 01:05:00 -04:00,0.023118 ETH
46,Outgoing,Success,Compensation,,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,USDC,,300,300.15,0x4faFB87de15cFf7448bD0658112F4e4B0d53332c,0x7bC06426C05Ad5FD30365993376d0e6Db98821f2,Contributor Payments: Apr 2022,0x5b2fb5caa7e7aa351406ce75bce22e0b1c19a3252464bdb1e0d50b1d596a031e,10-05-2022 01:05:00 -04:00,0.023118 ETH
46,Outgoing,Success,Compensation,,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,USDC,,1200,--,0x4faFB87de15cFf7448bD0658112F4e4B0d53332c,0x3497a07684658042de0446fc8bCa6595b80d38f3,Contributor Payments: Apr 2022,0x5b2fb5caa7e7aa351406ce75bce22e0b1c19a3252464bdb1e0d50b1d596a031e,10-05-2022 01:05:00 -04:00,0.023118 ETH
46,Outgoing,Success,Compensation,,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,USDC,,600,600.3,0x4faFB87de15cFf7448bD0658112F4e4B0d53332c,0xec9b783267E470BE3E0f3dDC6ECB27fD56e943C7,Contributor Payments: Apr 2022,0x5b2fb5caa7e7aa351406ce75bce22e0b1c19a3252464bdb1e0d50b1d596a031e,10-05-2022 01:05:00 -04:00,0.023118 ETH
46,Outgoing,Success,Compensation,,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,USDC,,300,300.15,0x4faFB87de15cFf7448bD0658112F4e4B0d53332c,0xd461c0E84C98650B7d573Cb7cDd3d7E0bA402E6b,Contributor Payments: Apr 2022,0x5b2fb5caa7e7aa351406ce75bce22e0b1c19a3252464bdb1e0d50b1d596a031e,10-05-2022 01:05:00 -04:00,0.023118 ETH
46,Outgoing,Success,Compensation,,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,USDC,,300,300.15,0x4faFB87de15cFf7448bD0658112F4e4B0d53332c,0x779f1648Ea25C4C4A2cFb4f6B0dCAA43f13c9d7B,Contributor Payments: Apr 2022,0x5b2fb5caa7e7aa351406ce75bce22e0b1c19a3252464bdb1e0d50b1d596a031e,10-05-2022 01:05:00 -04:00,0.023118 ETH
46,Outgoing,Success,Compensation,,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,USDC,,600,600.3,0x4faFB87de15cFf7448bD0658112F4e4B0d53332c,0x51062AF21E68007edfa5D4f8c19B59DeF76aBF4c,Contributor Payments: Apr 2022,0x5b2fb5caa7e7aa351406ce75bce22e0b1c19a3252464bdb1e0d50b1d596a031e,10-05-2022 01:05:00 -04:00,0.023118 ETH
46,Outgoing,Success,Compensation,,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,USDC,,600,600.3,0x4faFB87de15cFf7448bD0658112F4e4B0d53332c,0x666c225a22c46263d1AF89D1011644cE7F031192,Contributor Payments: Apr 2022,0x5b2fb5caa7e7aa351406ce75bce22e0b1c19a3252464bdb1e0d50b1d596a031e,10-05-2022 01:05:00 -04:00,0.023118 ETH
46,Outgoing,Success,Compensation,,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,USDC,,300,300.15,0x4faFB87de15cFf7448bD0658112F4e4B0d53332c,0x9474d842BaCa1fe809810dF4fe4D194Dae83f9d6,Contributor Payments: Apr 2022,0x5b2fb5caa7e7aa351406ce75bce22e0b1c19a3252464bdb1e0d50b1d596a031e,10-05-2022 01:05:00 -04:00,0.023118 ETH
44,Outgoing,Success,Bounty,,0x1f9840a85d5aF5bf1D1762F925BDADdC4201F984,UNI,,80.75,651.63,0x4faFB87de15cFf7448bD0658112F4e4B0d53332c,0x08290908a251119a1C75bb9C36A7A41e9BF2f1E3,Bounties: Analysts: Uniswap (Batch 4),0x19a8e877279c75db2a4ab09f5791643ddd6ac4e18daabd30bef35efd68df1a5f,28-04-2022 20:04:00 -04:00,0.044759 ETH
44,Outgoing,Success,Bounty,,0x1f9840a85d5aF5bf1D1762F925BDADdC4201F984,UNI,,65.22,526.31,0x4faFB87de15cFf7448bD0658112F4e4B0d53332c,0xD6f7A9053573982d3c5706f9577Dda8beAe0897e,Bounties: Analysts: Uniswap (Batch 4),0x19a8e877279c75db2a4ab09f5791643ddd6ac4e18daabd30bef35efd68df1a5f,28-04-2022 20:04:00 -04:00,0.044759 ETH
44,Outgoing,Success,Bounty,,0x1f9840a85d5aF5bf1D1762F925BDADdC4201F984,UNI,,68.32,551.32,0x4faFB87de15cFf7448bD0658112F4e4B0d53332c,0x694aCF4DFb7601F92A0D2a41cdEC5bf7726C7294,Bounties: Analysts: Uniswap (Batch 4),0x19a8e877279c75db2a4ab09f5791643ddd6ac4e18daabd30bef35efd68df1a5f,28-04-2022 20:04:00 -04:00,0.044759 ETH
44,Outgoing,Success,Bounty,,0x1f9840a85d5aF5bf1D1762F925BDADdC4201F984,UNI,,31.06,250.64,0x4faFB87de15cFf7448bD0658112F4e4B0d53332c,0x48768F1c19F3C017d3dc296CC4d32132f14bb437,Bounties: Analysts: Uniswap (Batch 4),0x19a8e877279c75db2a4ab09f5791643ddd6ac4e18daabd30bef35efd68df1a5f,28-04-2022 20:04:00 -04:00,0.044759 ETH
44,Outgoing,Success,Bounty,,0x1f9840a85d5aF5bf1D1762F925BDADdC4201F984,UNI,,68.32,551.32,0x4faFB87de15cFf7448bD0658112F4e4B0d53332c,0x0331C1Ce75F315a49849BE77B6a37b1959eBb1EB,Bounties: Analysts: Uniswap (Batch 4),0x19a8e877279c75db2a4ab09f5791643ddd6ac4e18daabd30bef35efd68df1a5f,28-04-2022 20:04:00 -04:00,0.044759 ETH
44,Outgoing,Success,Bounty,,0x1f9840a85d5aF5bf1D1762F925BDADdC4201F984,UNI,,24.84,200.45,0x4faFB87de15cFf7448bD0658112F4e4B0d53332c,0x2D164Fa1f7319849FD3daD7ec322aA97047Ab0EA,Bounties: Analysts: Uniswap (Batch 4),0x19a8e877279c75db2a4ab09f5791643ddd6ac4e18daabd30bef35efd68df1a5f,28-04-2022 20:04:00 -04:00,0.044759 ETH
44,Outgoing,Success,Bounty,,0x1f9840a85d5aF5bf1D1762F925BDADdC4201F984,UNI,,59.01,476.19,0x4faFB87de15cFf7448bD0658112F4e4B0d53332c,0xE69731a83942227E45528Ff9Db9E35bC9e035497,Bounties: Analysts: Uniswap (Batch 4),0x19a8e877279c75db2a4ab09f5791643ddd6ac4e18daabd30bef35efd68df1a5f,28-04-2022 20:04:00 -04:00,0.044759 ETH
44,Outgoing,Success,Bounty,,0x1f9840a85d5aF5bf1D1762F925BDADdC4201F984,UNI,,59.01,476.19,0x4faFB87de15cFf7448bD0658112F4e4B0d53332c,0x18612addaB24b5b5dFEDA6425c6B89A2048C36Fb,Bounties: Analysts: Uniswap (Batch 4),0x19a8e877279c75db2a4ab09f5791643ddd6ac4e18daabd30bef35efd68df1a5f,28-04-2022 20:04:00 -04:00,0.044759 ETH
44,Outgoing,Success,Bounty,,0x1f9840a85d5aF5bf1D1762F925BDADdC4201F984,UNI,,74.53,601.44,0x4faFB87de15cFf7448bD0658112F4e4B0d53332c,0x52E2A955B99759d9fDB19D098fFf433328b0ce95,Bounties: Analysts: Uniswap (Batch 4),0x19a8e877279c75db2a4ab09f5791643ddd6ac4e18daabd30bef35efd68df1a5f,28-04-2022 20:04:00 -04:00,0.044759 ETH
44,Outgoing,Success,Bounty,,0x1f9840a85d5aF5bf1D1762F925BDADdC4201F984,UNI,,68.32,551.32,0x4faFB87de15cFf7448bD0658112F4e4B0d53332c,0x267C4f42ec0D443a3268fA4aFdA0Aa37c25A205F,Bounties: Analysts: Uniswap (Batch 4),0x19a8e877279c75db2a4ab09f5791643ddd6ac4e18daabd30bef35efd68df1a5f,28-04-2022 20:04:00 -04:00,0.044759 ETH
44,Outgoing,Success,Bounty,,0x1f9840a85d5aF5bf1D1762F925BDADdC4201F984,UNI,,34.16,275.66,0x4faFB87de15cFf7448bD0658112F4e4B0d53332c,0x7aF2D9A872Cbb1Bc19fcBd75A4241776Ab63dcCA,Bounties: Analysts: Uniswap (Batch 4),0x19a8e877279c75db2a4ab09f5791643ddd6ac4e18daabd30bef35efd68df1a5f,28-04-2022 20:04:00 -04:00,0.044759 ETH
44,Outgoing,Success,Bounty,,0x1f9840a85d5aF5bf1D1762F925BDADdC4201F984,UNI,,77.64,626.53,0x4faFB87de15cFf7448bD0658112F4e4B0d53332c,0xeB9d856C73a624da354fD3bEC616E8Cc7ffc56f9,Bounties: Analysts: Uniswap (Batch 4),0x19a8e877279c75db2a4ab09f5791643ddd6ac4e18daabd30bef35efd68df1a5f,28-04-2022 20:04:00 -04:00,0.044759 ETH
44,Outgoing,Success,Bounty,,0x1f9840a85d5aF5bf1D1762F925BDADdC4201F984,UNI,,31.06,250.64,0x4faFB87de15cFf7448bD0658112F4e4B0d53332c,0x021b8D868A589Aad0Dd1297Dce136D31b23BdFE7,Bounties: Analysts: Uniswap (Batch 4),0x19a8e877279c75db2a4ab09f5791643ddd6ac4e18daabd30bef35efd68df1a5f,28-04-2022 20:04:00 -04:00,0.044759 ETH
44,Outgoing,Success,Bounty,,0x1f9840a85d5aF5bf1D1762F925BDADdC4201F984,UNI,,18.63,150.34,0x4faFB87de15cFf7448bD0658112F4e4B0d53332c,0xd6634f05BC79c19cD7027636F3c7c29E853EB844,Bounties: Analysts: Uniswap (Batch 4),0x19a8e877279c75db2a4ab09f5791643ddd6ac4e18daabd30bef35efd68df1a5f,28-04-2022 20:04:00 -04:00,0.044759 ETH
44,Outgoing,Success,Bounty,,0x1f9840a85d5aF5bf1D1762F925BDADdC4201F984,UNI,,18.63,150.34,0x4faFB87de15cFf7448bD0658112F4e4B0d53332c,0x80D39e43045cB4e31540b460C4a3352B8FF07b46,Bounties: Analysts: Uniswap (Batch 4),0x19a8e877279c75db2a4ab09f5791643ddd6ac4e18daabd30bef35efd68df1a5f,28-04-2022 20:04:00 -04:00,0.044759 ETH
44,Outgoing,Success,Bounty,,0x1f9840a85d5aF5bf1D1762F925BDADdC4201F984,UNI,,37.27,300.76,0x4faFB87de15cFf7448bD0658112F4e4B0d53332c,0x3308A124afD33a2872432bbfb6Cc5F9Af26ff99B,Bounties: Analysts: Uniswap (Batch 4),0x19a8e877279c75db2a4ab09f5791643ddd6ac4e18daabd30bef35efd68df1a5f,28-04-2022 20:04:00 -04:00,0.044759 ETH
44,Outgoing,Success,Bounty,,0x1f9840a85d5aF5bf1D1762F925BDADdC4201F984,UNI,,18.63,150.34,0x4faFB87de15cFf7448bD0658112F4e4B0d53332c,0xeA0bCe1a4439304052DAD4114AF345DA40160812,Bounties: Analysts: Uniswap (Batch 4),0x19a8e877279c75db2a4ab09f5791643ddd6ac4e18daabd30bef35efd68df1a5f,28-04-2022 20:04:00 -04:00,0.044759 ETH
44,Outgoing,Success,Bounty,,0x1f9840a85d5aF5bf1D1762F925BDADdC4201F984,UNI,,18.63,150.34,0x4faFB87de15cFf7448bD0658112F4e4B0d53332c,0x91707502A8DFDC523f7a6f2c218cC9a52777d5ad,Bounties: Analysts: Uniswap (Batch 4),0x19a8e877279c75db2a4ab09f5791643ddd6ac4e18daabd30bef35efd68df1a5f,28-04-2022 20:04:00 -04:00,0.044759 ETH
44,Outgoing,Success,Bounty,,0x1f9840a85d5aF5bf1D1762F925BDADdC4201F984,UNI,,18.63,150.34,0x4faFB87de15cFf7448bD0658112F4e4B0d53332c,0xBD8734a03e851D46EC4b699b8ca6d60B5E133DD4,Bounties: Analysts: Uniswap (Batch 4),0x19a8e877279c75db2a4ab09f5791643ddd6ac4e18daabd30bef35efd68df1a5f,28-04-2022 20:04:00 -04:00,0.044759 ETH
44,Outgoing,Success,Bounty,,0x1f9840a85d5aF5bf1D1762F925BDADdC4201F984,UNI,,18.63,150.34,0x4faFB87de15cFf7448bD0658112F4e4B0d53332c,0x62Ccaafffd2e3B57B9Fc4a3FD71eCf1ADedC5A76,Bounties: Analysts: Uniswap (Batch 4),0x19a8e877279c75db2a4ab09f5791643ddd6ac4e18daabd30bef35efd68df1a5f,28-04-2022 20:04:00 -04:00,0.044759 ETH
44,Outgoing,Success,Bounty,,0x1f9840a85d5aF5bf1D1762F925BDADdC4201F984,UNI,,9.32,75.21,0x4faFB87de15cFf7448bD0658112F4e4B0d53332c,0x9520cFbC683bcF46C7D79428b86df3429e64f35E,Bounties: Analysts: Uniswap (Batch 4),0x19a8e877279c75db2a4ab09f5791643ddd6ac4e18daabd30bef35efd68df1a5f,28-04-2022 20:04:00 -04:00,0.044759 ETH
44,Outgoing,Success,Bounty,,0x1f9840a85d5aF5bf1D1762F925BDADdC4201F984,UNI,,9.32,75.21,0x4faFB87de15cFf7448bD0658112F4e4B0d53332c,0x85ca6a8DbFb04239a1d5fAE2a7129F62A5292990,Bounties: Analysts: Uniswap (Batch 4),0x19a8e877279c75db2a4ab09f5791643ddd6ac4e18daabd30bef35efd68df1a5f,28-04-2022 20:04:00 -04:00,0.044759 ETH
44,Outgoing,Success,Bounty,,0x1f9840a85d5aF5bf1D1762F925BDADdC4201F984,UNI,,37.27,300.76,0x4faFB87de15cFf7448bD0658112F4e4B0d53332c,0x7b0483982A87268255E94b3595BCE640346d3254,Bounties: Analysts: Uniswap (Batch 4),0x19a8e877279c75db2a4ab09f5791643ddd6ac4e18daabd30bef35efd68df1a5f,28-04-2022 20:04:00 -04:00,0.044759 ETH
44,Outgoing,Success,Bounty,,0x1f9840a85d5aF5bf1D1762F925BDADdC4201F984,UNI,,18.63,150.34,0x4faFB87de15cFf7448bD0658112F4e4B0d53332c,0x61110feA392E77c7279126635044f64C9d7bc7D6,Bounties: Analysts: Uniswap (Batch 4),0x19a8e877279c75db2a4ab09f5791643ddd6ac4e18daabd30bef35efd68df1a5f,28-04-2022 20:04:00 -04:00,0.044759 ETH
44,Outgoing,Success,Bounty,,0x1f9840a85d5aF5bf1D1762F925BDADdC4201F984,UNI,,9.32,75.21,0x4faFB87de15cFf7448bD0658112F4e4B0d53332c,0xFc2cd647D506266D29E9174F67fAEba162DFFfb6,Bounties: Analysts: Uniswap (Batch 4),0x19a8e877279c75db2a4ab09f5791643ddd6ac4e18daabd30bef35efd68df1a5f,28-04-2022 20:04:00 -04:00,0.044759 ETH
44,Outgoing,Success,Bounty,,0x1f9840a85d5aF5bf1D1762F925BDADdC4201F984,UNI,,24.84,200.45,0x4faFB87de15cFf7448bD0658112F4e4B0d53332c,0xADf34dcF407f15653Aff0d1cE2d09612949Bcca3,Bounties: Analysts: Uniswap (Batch 4),0x19a8e877279c75db2a4ab09f5791643ddd6ac4e18daabd30bef35efd68df1a5f,28-04-2022 20:04:00 -04:00,0.044759 ETH
44,Outgoing,Success,Bounty,,0x1f9840a85d5aF5bf1D1762F925BDADdC4201F984,UNI,,9.32,75.21,0x4faFB87de15cFf7448bD0658112F4e4B0d53332c,0x91D09E76FF2E122B2270104417ED9286F9F33688,Bounties: Analysts: Uniswap (Batch 4),0x19a8e877279c75db2a4ab09f5791643ddd6ac4e18daabd30bef35efd68df1a5f,28-04-2022 20:04:00 -04:00,0.044759 ETH
44,Outgoing,Success,Bounty,,0x1f9840a85d5aF5bf1D1762F925BDADdC4201F984,UNI,,27.95,225.55,0x4faFB87de15cFf7448bD0658112F4e4B0d53332c,0x12518C1Ad7a16B65390AB1Ca63726AD786d02846,Bounties: Analysts: Uniswap (Batch 4),0x19a8e877279c75db2a4ab09f5791643ddd6ac4e18daabd30bef35efd68df1a5f,28-04-2022 20:04:00 -04:00,0.044759 ETH
44,Outgoing,Success,Bounty,,0x1f9840a85d5aF5bf1D1762F925BDADdC4201F984,UNI,,9.32,75.21,0x4faFB87de15cFf7448bD0658112F4e4B0d53332c,0x33789D2FC43b0119a1c196Fc5808949993B1191F,Bounties: Analysts: Uniswap (Batch 4),0x19a8e877279c75db2a4ab09f5791643ddd6ac4e18daabd30bef35efd68df1a5f,28-04-2022 20:04:00 -04:00,0.044759 ETH
44,Outgoing,Success,Bounty,,0x1f9840a85d5aF5bf1D1762F925BDADdC4201F984,UNI,,18.63,150.34,0x4faFB87de15cFf7448bD0658112F4e4B0d53332c,0x9DF9A3B2894f43bE2eEc3825dabE55BDF2d9080e,Bounties: Analysts: Uniswap (Batch 4),0x19a8e877279c75db2a4ab09f5791643ddd6ac4e18daabd30bef35efd68df1a5f,28-04-2022 20:04:00 -04:00,0.044759 ETH
44,Outgoing,Success,Bounty,,0x1f9840a85d5aF5bf1D1762F925BDADdC4201F984,UNI,,9.32,75.21,0x4faFB87de15cFf7448bD0658112F4e4B0d53332c,0x0e3F51D6cDA98a9DbBfF9a7e4B00E9391a2f13E4,Bounties: Analysts: Uniswap (Batch 4),0x19a8e877279c75db2a4ab09f5791643ddd6ac4e18daabd30bef35efd68df1a5f,28-04-2022 20:04:00 -04:00,0.044759 ETH
44,Outgoing,Success,Bounty,,0x1f9840a85d5aF5bf1D1762F925BDADdC4201F984,UNI,,9.32,75.21,0x4faFB87de15cFf7448bD0658112F4e4B0d53332c,0xd85AeceDE377628220Ad0DbA373642C2479A0fb1,Bounties: Analysts: Uniswap (Batch 4),0x19a8e877279c75db2a4ab09f5791643ddd6ac4e18daabd30bef35efd68df1a5f,28-04-2022 20:04:00 -04:00,0.044759 ETH
44,Outgoing,Success,Bounty,,0x1f9840a85d5aF5bf1D1762F925BDADdC4201F984,UNI,,15.53,125.32,0x4faFB87de15cFf7448bD0658112F4e4B0d53332c,0x0f9cCD6eC984c1614F3eB5fB6EFAF6fc6005216b,Bounties: Analysts: Uniswap (Batch 4),0x19a8e877279c75db2a4ab09f5791643ddd6ac4e18daabd30bef35efd68df1a5f,28-04-2022 20:04:00 -04:00,0.044759 ETH
44,Outgoing,Success,Bounty,,0x1f9840a85d5aF5bf1D1762F925BDADdC4201F984,UNI,,6.21,50.11,0x4faFB87de15cFf7448bD0658112F4e4B0d53332c,0x230f1f8a569B0757bA9A9C4d9018333ba1CEaDc8,Bounties: Analysts: Uniswap (Batch 4),0x19a8e877279c75db2a4ab09f5791643ddd6ac4e18daabd30bef35efd68df1a5f,28-04-2022 20:04:00 -04:00,0.044759 ETH
44,Outgoing,Success,Bounty,,0x1f9840a85d5aF5bf1D1762F925BDADdC4201F984,UNI,,6.21,50.11,0x4faFB87de15cFf7448bD0658112F4e4B0d53332c,0x930Ca654FD057B5eD8be31f8DC3A3021Af002999,Bounties: Analysts: Uniswap (Batch 4),0x19a8e877279c75db2a4ab09f5791643ddd6ac4e18daabd30bef35efd68df1a5f,28-04-2022 20:04:00 -04:00,0.044759 ETH
